"Block","Phase","Trial","RunningTime","Cue","Image","CorrResp","Resp","Accuracy","ISI","RT_from_CueOnset","ITI","subID"
1,1,46,269.02,4,3,3,4,0,1,1.5,2.5,25
1,1,47,275.79,2,2,2,2,1,1,0.93,3.5,25
1,1,48,283.56,2,2,2,2,1,1,0.65,0.5,25
1,1,49,288.33,2,2,2,2,1,1,0.58,0.5,25
1,1,50,293.09,1,1,1,1,1,1,2.22,0.5,25
1,1,51,297.86,4,4,4,4,1,1,0.88,0.5,25
1,1,52,302.63,1,2,2,2,1,1,2.32,2.5,25
1,1,53,309.39,4,3,3,4,0,1,2.14,0.5,25
1,1,54,314.16,1,1,1,1,1,1,2.24,1.5,25
1,1,55,319.93,3,3,3,3,1,1,1.08,1.5,25
1,1,56,325.69,1,1,1,1,1,1,1.3,0.5,25
1,1,57,330.46,1,1,1,1,1,1,0.5,0.5,25
1,1,58,335.23,2,2,2,2,1,1,2.49,2.5,25
1,1,59,342,2,2,2,2,1,1,1.23,4.5,25
1,1,60,350.76,3,3,3,3,1,1,1.06,0.5,25
1,1,61,355.53,4,4,4,4,1,1,2.33,3.5,25
1,1,62,363.3,4,3,3,4,0,1,0.65,1.5,25
1,1,63,369.06,2,2,2,3,0,1,0.77,1.5,25
1,1,64,374.83,1,1,1,1,1,1,0.97,0.5,25
1,1,65,379.6,1,1,1,1,1,1,0.81,1.5,25
1,1,66,385.36,4,4,4,4,1,1,1.34,3.5,25
1,1,67,393.13,2,1,1,2,0,1,0.45,0.5,25
1,1,68,397.9,1,1,1,1,1,1,2.17,1.5,25
1,1,69,403.67,3,4,4,3,0,1,2.26,1.5,25
1,1,70,409.43,3,3,3,3,1,1,2.39,1.5,25
1,1,71,415.2,4,4,4,4,1,1,2.38,0.5,25
1,1,72,419.97,3,4,4,4,1,1,2.63,0.5,25
1,1,73,424.73,3,3,3,2,0,1,2.21,0.5,25
1,1,74,429.5,4,3,3,3,1,1,2.38,1.5,25
1,1,75,435.27,2,1,1,2,0,1,2.01,0.5,25
1,1,76,440.04,3,3,3,3,1,1,2.22,4.5,25
1,1,77,448.8,1,2,2,2,1,1,2.44,5.5,25
1,1,78,458.57,1,2,2,1,0,1,1.04,2.5,25
1,1,79,465.34,1,2,2,2,1,1,2.34,0.5,25
1,1,80,470.1,1,2,2,2,1,1,0.51,5.5,25
1,1,81,479.87,1,1,1,2,0,1,1.33,0.5,25
1,1,82,484.64,4,4,4,4,1,1,2.57,8,25
1,1,83,496.91,3,3,3,3,1,1,1.03,1.5,25
1,1,84,502.67,2,1,1,2,0,1,1.24,0.5,25
1,1,85,507.44,3,3,3,NA,NA,1,NA,8,25
1,1,86,519.71,1,1,1,1,1,1,2.38,2.5,25
1,1,87,526.47,3,3,3,3,1,1,2.48,3.5,25
1,1,88,534.24,4,4,4,4,1,1,2.45,3.5,25
1,1,89,542.01,4,4,4,4,1,1,2.85,4.5,25
1,1,90,550.78,2,1,1,1,1,1,2.39,0.5,25
1,1,91,555.54,3,4,4,3,0,1,0.95,1.5,25
1,1,92,561.31,4,4,4,4,1,1,2.36,3.5,25
1,1,93,569.08,4,3,3,4,0,1,2.18,5.5,25
1,1,94,578.84,1,1,1,1,1,1,2.41,1.5,25
1,1,95,584.61,4,4,4,NA,NA,1,NA,0.5,25
1,1,96,589.38,2,2,2,2,1,1,1.21,1.5,25
1,1,97,595.15,2,1,1,2,0,1,0.67,1.5,25
1,1,98,600.91,2,2,2,2,1,1,1.42,0.5,25
1,1,99,605.68,3,4,4,4,1,1,2.43,1.5,25
1,1,100,611.45,1,2,2,1,0,1,2.57,0.5,25
1,2,101,0.5,4,3,3,4,0,6,8.07,1.5,25
1,2,102,12.27,2,1,1,1,1,6,9.32,8,25
1,2,103,30.54,4,4,4,4,1,4,7.15,8,25
1,2,104,46.81,2,1,1,1,1,4,5.94,4.5,25
1,2,105,59.58,4,4,4,4,1,4,6.04,2.5,25
1,2,106,70.34,4,4,4,4,1,4,7.76,1.5,25
1,2,107,80.11,1,1,1,1,1,6,8.7,3.5,25
1,2,108,93.88,4,4,4,4,1,8,10.43,4.5,25
1,2,109,110.65,2,2,2,2,1,8,9.93,2.5,25
1,2,110,125.41,3,4,4,NA,0,8,NA,8,25
1,2,111,145.68,1,2,2,NA,0,8,NA,8,25
1,2,112,165.95,4,3,3,4,0,4,6.22,6.5,25
1,2,113,180.72,2,2,2,2,1,8,9.88,8,25
1,2,114,200.98,1,1,1,1,1,4,5.77,0.5,25
1,2,115,209.75,4,3,3,NA,0,8,NA,4.5,25
1,2,116,226.52,2,1,1,1,1,8,10,1.5,25
1,2,117,240.29,4,3,3,NA,0,8,NA,7.5,25
1,2,118,260.06,3,3,3,3,1,8,10.1,0.5,25
1,2,119,272.82,1,2,2,NA,0,4,NA,0.5,25
1,2,120,281.59,2,1,1,1,1,6,7.83,7.5,25
1,2,121,299.36,1,2,2,NA,0,6,NA,0.5,25
1,2,122,310.12,1,2,2,NA,0,6,NA,4.5,25
1,2,123,324.89,4,4,4,4,1,6,7.74,0.5,25
1,2,124,335.66,4,3,3,NA,0,4,NA,2.5,25
1,2,125,346.43,2,2,2,NA,0,6,NA,3.5,25
1,2,126,360.19,1,1,1,NA,0,4,NA,6.5,25
1,2,127,374.96,2,2,2,NA,0,4,NA,4.5,25
1,2,128,387.73,3,3,3,4,0,4,6.09,3.5,25
1,2,129,399.5,3,3,3,NA,0,8,NA,1.5,25
1,2,130,413.27,3,3,3,3,1,6,9.13,1.5,25
1,2,131,425.03,2,2,2,NA,0,6,NA,0.5,25
1,2,132,435.8,3,3,3,NA,0,6,NA,1.5,25
1,2,133,447.57,2,2,2,1,0,6,8.74,0.5,25
1,2,134,458.33,3,3,3,3,1,6,8.58,3.5,25
1,2,135,472.1,2,2,2,NA,0,4,NA,0.5,25
1,2,136,480.87,2,1,1,NA,0,8,NA,1.5,25
1,2,137,494.64,1,2,2,NA,0,4,NA,3.5,25
1,2,138,506.41,3,3,3,4,0,8,9.94,0.5,25
1,2,139,519.17,3,4,4,3,0,4,1.14,2.5,25
1,2,140,529.94,4,4,4,4,1,8,10.97,3.5,25
1,2,141,545.71,4,4,4,NA,0,8,NA,1.5,25
1,2,142,559.48,1,2,2,2,1,8,9.83,0.5,25
1,2,143,572.24,3,4,4,NA,0,6,NA,5.5,25
1,2,144,588.01,1,1,1,1,1,8,9.78,3.5,25
1,2,145,603.78,3,3,3,NA,0,4,NA,4.5,25
1,2,146,616.55,1,1,1,1,1,6,7.7,3.5,25
1,2,147,630.31,2,2,2,NA,0,6,NA,0.5,25
1,2,148,641.08,2,2,2,NA,0,8,NA,1.5,25
1,2,149,654.85,4,4,4,4,1,8,11.57,1.5,25
1,2,150,668.62,3,4,4,NA,0,8,NA,0.5,25
1,2,151,681.38,2,2,2,NA,0,4,NA,0.5,25
1,2,152,690.15,1,2,2,2,1,6,8.61,0.5,25
1,2,153,700.92,1,1,1,NA,0,6,NA,3.5,25
1,2,154,714.69,4,3,3,NA,0,6,NA,1.5,25
1,2,155,726.45,1,1,1,1,1,8,11.04,5.5,25
1,2,156,744.22,1,1,1,NA,0,6,NA,0.5,25
1,2,157,754.99,1,1,1,1,1,4,7.48,8,25
1,2,158,771.26,3,3,3,NA,0,6,NA,1.5,25
1,2,159,783.02,4,4,4,4,1,6,7.97,1.5,25
1,2,160,794.79,1,1,1,NA,0,4,NA,0.5,25
1,2,161,803.56,4,3,3,NA,0,4,NA,0.5,25
1,2,162,812.32,3,3,3,3,1,8,11.25,1.5,25
1,2,163,826.09,1,1,1,NA,0,8,NA,3.5,25
1,2,164,841.86,4,4,4,NA,0,4,NA,6.5,25
1,2,165,856.63,2,1,1,1,1,4,5.87,1.5,25
1,2,166,866.4,2,1,1,1,1,4,6.77,1.5,25
1,2,167,876.16,3,4,4,NA,0,6,NA,1.5,25
1,2,168,887.93,3,3,3,3,1,4,7.55,0.5,25
1,2,169,896.7,3,3,3,3,1,4,5.87,0.5,25
1,2,170,905.47,4,4,4,NA,0,6,NA,6.5,25
1,2,171,922.23,1,1,1,1,1,8,9.76,8,25
1,2,172,942.5,3,3,3,NA,0,8,NA,0.5,25
1,2,173,955.27,1,2,2,1,0,4,5.99,6.5,25
1,2,174,970.04,4,4,4,NA,0,6,NA,2.5,25
1,2,175,982.8,3,4,4,NA,0,4,NA,8,25
1,2,176,999.07,2,2,2,NA,0,8,NA,1.5,25
1,2,177,1012.84,4,4,4,4,1,4,6.26,5.5,25
1,2,178,1026.61,3,3,3,4,0,6,7.57,3.5,25
1,2,179,1040.37,2,2,2,2,1,4,5.47,8,25
1,2,180,1056.64,2,1,1,2,0,8,0.99,0.5,25
2,1,1,0.51,1,2,2,2,1,1,2.52,0.5,25
2,1,2,5.27,4,3,3,3,1,1,2.46,1.5,25
2,1,3,11.04,3,4,4,4,1,1,2.59,1.5,25
2,1,4,16.81,2,2,2,1,0,1,2.16,4.5,25
2,1,5,25.58,4,3,3,3,1,1,2.4,3.5,25
2,1,6,33.34,4,4,4,3,0,1,0.59,0.5,25
2,1,7,38.11,2,2,2,2,1,1,2.26,1.5,25
2,1,8,43.88,3,3,3,3,1,1,2.41,4.5,25
2,1,9,52.64,2,2,2,2,1,1,2.49,1.5,25
2,1,10,58.41,3,3,3,3,1,1,2.18,1.5,25
2,1,11,64.18,1,2,2,2,1,1,2.36,0.5,25
2,1,12,68.95,1,1,1,1,1,1,1.97,2.5,25
2,1,13,75.71,1,1,1,1,1,1,2.2,2.5,25
2,1,14,82.48,1,1,1,1,1,1,0.58,4.5,25
2,1,15,91.25,1,1,1,1,1,1,1.19,0.5,25
2,1,16,96.01,2,1,1,2,0,1,1.26,1.5,25
2,1,17,101.78,3,4,4,4,1,1,2.31,1.5,25
2,1,18,107.55,2,2,2,2,1,1,2.3,0.5,25
2,1,19,112.32,4,3,3,3,1,1,1.7,4.5,25
2,1,20,121.08,1,1,1,1,1,1,2.46,5.5,25
2,1,21,130.85,4,3,3,3,1,1,1,2.5,25
2,1,22,137.62,4,4,4,3,0,1,0.54,0.5,25
2,1,23,142.38,1,1,1,1,1,1,1.21,1.5,25
2,1,24,148.15,4,3,3,3,1,1,0.57,0.5,25
2,1,25,152.92,4,3,3,3,1,1,1.21,0.5,25
2,1,26,157.68,1,1,1,1,1,1,0.67,4.5,25
2,1,27,166.45,3,4,4,4,1,1,2.34,1.5,25
2,1,28,172.22,3,4,4,4,1,1,0.69,0.5,25
2,1,29,176.99,1,1,1,1,1,1,0.84,0.5,25
2,1,30,181.75,1,1,1,1,1,1,0.74,0.5,25
2,1,31,186.52,1,1,1,1,1,1,0.95,0.5,25
2,1,32,191.29,4,4,4,4,1,1,2.54,0.5,25
2,1,33,196.05,3,4,4,4,1,1,0.92,1.5,25
2,1,34,201.82,2,2,2,2,1,1,2.21,1.5,25
2,1,35,207.59,4,4,4,3,0,1,0.63,0.5,25
2,1,36,212.35,1,1,1,1,1,1,0.68,0.5,25
2,1,37,217.12,3,3,3,3,1,1,2.33,0.5,25
2,1,38,221.89,2,1,1,1,1,1,3.32,1.5,25
2,1,39,227.66,4,4,4,3,0,1,0.79,8,25
2,1,40,239.92,4,3,3,3,1,1,0.55,0.5,25
2,1,41,244.69,3,4,4,4,1,1,1.32,2.5,25
2,1,42,251.46,3,3,3,4,0,1,0.59,5.5,25
2,1,43,261.23,2,2,2,2,1,1,2.48,1.5,25
2,1,44,266.99,1,1,1,1,1,1,0.64,1.5,25
2,1,45,272.76,3,4,4,4,1,1,2.89,5.5,25
2,1,46,282.53,4,4,4,3,0,1,0.63,0.5,25
2,1,47,287.29,4,3,3,3,1,1,2.79,1.5,25
2,1,48,293.06,2,2,2,2,1,1,1.47,0.5,25
2,1,49,297.83,3,4,4,NA,NA,1,NA,8,25
2,1,50,310.1,3,4,4,4,1,1,1.01,2.5,25
2,1,51,316.86,2,2,2,2,1,1,2.25,3.5,25
2,1,52,324.63,3,3,3,3,1,1,2.45,5.5,25
2,1,53,334.4,2,1,1,2,0,1,0.94,0.5,25
2,1,54,339.16,1,2,2,1,0,1,1.19,0.5,25
2,1,55,343.93,3,4,4,4,1,1,3.18,1.5,25
2,1,56,349.7,3,3,3,4,0,1,1.08,1.5,25
2,1,57,355.46,4,4,4,3,0,1,0.83,3.5,25
2,1,58,363.23,1,1,1,1,1,1,0.65,0.5,25
2,1,59,368,1,2,2,1,0,1,0.59,5.5,25
2,1,60,377.77,2,2,2,NA,NA,1,NA,2.5,25
2,1,61,384.53,2,2,2,1,0,1,0.58,2.5,25
2,1,62,391.3,4,3,3,3,1,1,0.74,0.5,25
2,1,63,396.07,1,1,1,1,1,1,0.85,0.5,25
2,1,64,400.83,3,3,3,NA,NA,1,NA,0.5,25
2,1,65,405.6,3,3,3,4,0,1,0.66,0.5,25
2,1,66,410.37,2,2,2,2,1,1,0.88,0.5,25
2,1,67,415.14,3,4,4,4,1,1,0.88,5.5,25
2,1,68,424.9,3,3,3,4,0,1,1.14,1.5,25
2,1,69,430.67,1,1,1,NA,NA,1,NA,1.5,25
2,1,70,436.44,2,2,2,2,1,1,1.22,0.5,25
2,1,71,441.2,1,1,1,1,1,1,0.72,1.5,25
2,1,72,446.97,4,3,3,3,1,1,3.64,3.5,25
2,1,73,454.74,3,3,3,4,0,1,0.81,3.5,25
2,1,74,462.51,2,2,2,2,1,1,2.47,0.5,25
2,1,75,467.27,2,1,1,2,0,1,0.74,0.5,25
2,1,76,472.04,1,1,1,1,1,1,0.62,0.5,25
2,1,77,476.81,2,2,2,2,1,1,0.97,2.5,25
2,1,78,483.57,1,1,1,1,1,1,1.9,1.5,25
2,1,79,489.34,1,1,1,1,1,1,1.52,0.5,25
2,1,80,494.11,1,2,2,1,0,1,0.43,2.5,25
2,1,81,500.87,4,4,4,3,0,1,0.66,0.5,25
2,1,82,505.64,2,2,2,2,1,1,0.85,2.5,25
2,1,83,512.41,2,1,1,2,0,1,1.57,0.5,25
2,1,84,517.18,4,4,4,3,0,1,2.44,3.5,25
2,1,85,524.94,4,3,3,3,1,1,0.7,3.5,25
2,1,86,532.71,2,2,2,2,1,1,2.81,0.5,25
2,1,87,537.48,3,3,3,4,0,1,1.04,3.5,25
2,1,88,545.24,4,4,4,4,1,1,3.59,0.5,25
2,1,89,550.01,3,3,3,4,0,1,0.74,0.5,25
2,1,90,554.78,1,1,1,1,1,1,0.68,0.5,25
2,1,91,559.55,3,3,3,4,0,1,1.45,0.5,25
2,1,92,564.31,2,2,2,2,1,1,1.05,0.5,25
2,1,93,569.08,2,2,2,2,1,1,3.52,0.5,25
2,1,94,573.85,4,4,4,3,0,1,0.81,0.5,25
2,1,95,578.61,2,2,2,2,1,1,2.45,0.5,25
2,1,96,583.38,4,3,3,3,1,1,0.6,1.5,25
2,1,97,589.15,2,2,2,2,1,1,2.44,0.5,25
2,1,98,593.91,4,3,3,NA,NA,1,NA,5.5,25
2,1,99,603.68,3,4,4,4,1,1,2.52,0.5,25
2,1,100,608.45,4,4,4,3,0,1,0.67,3.5,25
2,2,101,0.51,3,4,4,4,1,4,6.07,4.5,25
2,2,102,13.27,4,3,3,4,0,6,9.23,1.5,25
2,2,103,25.04,2,2,2,1,0,8,10.28,1.5,25
2,2,104,38.81,4,3,3,3,1,6,1.96,0.5,25
2,2,105,49.58,3,4,4,4,1,6,1.23,5.5,25
2,2,106,65.34,4,4,4,3,0,6,0.51,2.5,25
2,2,107,78.11,1,1,1,1,1,8,10.01,5.5,25
2,2,108,95.88,1,1,1,1,1,6,8.23,4.5,25
2,2,109,110.65,3,3,3,4,0,8,1.08,0.5,25
2,2,110,123.41,3,3,3,4,0,6,0.7,1.5,25
2,2,111,135.18,4,3,3,4,0,4,1.08,5.5,25
2,2,112,148.95,3,4,4,4,1,8,10.14,0.5,25
2,2,113,161.72,1,1,1,1,1,8,0.93,0.5,25
2,2,114,174.48,3,4,4,4,1,4,1,8,25
2,2,115,190.75,1,1,1,1,1,4,0.75,0.5,25
2,2,116,199.52,4,4,4,3,0,6,0.97,6.5,25
2,2,117,216.29,2,2,2,2,1,6,0.83,3.5,25
2,2,118,230.05,4,4,4,3,0,8,1.05,4.5,25
2,2,119,246.82,1,1,1,1,1,8,0.83,3.5,25
2,2,120,262.59,2,1,1,2,0,4,0.97,4.5,25
2,2,121,275.36,1,1,1,1,1,4,0.68,0.5,25
2,2,122,284.12,2,2,2,2,1,4,6.8,0.5,25
2,2,123,292.89,3,3,3,4,0,4,1.78,3.5,25
2,2,124,304.66,2,2,2,2,1,4,1.08,1.5,25
2,2,125,314.43,1,2,2,1,0,6,0.63,0.5,25
2,2,126,325.19,1,1,1,1,1,4,0.84,6.5,25
2,2,127,339.96,1,2,2,1,0,6,2.41,0.5,25
2,2,128,350.73,2,2,2,2,1,4,0.91,8,25
2,2,129,367,4,4,4,3,0,8,1.16,1.5,25
2,2,130,380.76,2,2,2,2,1,6,0.87,0.5,25
2,2,131,391.53,4,4,4,3,0,4,1.78,8,25
2,2,132,407.8,3,3,3,4,0,4,0.88,0.5,25
2,2,133,416.57,2,1,1,NA,0,6,NA,7.5,25
2,2,134,434.33,3,3,3,NA,0,8,NA,0.5,25
2,2,135,447.1,2,2,2,2,1,8,1.05,1.5,25
2,2,136,460.87,3,4,4,NA,0,4,NA,2.5,25
2,2,137,471.64,2,2,2,2,1,6,0.87,0.5,25
2,2,138,482.41,2,2,2,2,1,4,0.9,4.5,25
2,2,139,495.17,4,4,4,4,1,6,7.67,6.5,25
2,2,140,511.94,3,4,4,NA,0,6,NA,1.5,25
2,2,141,523.71,2,2,2,NA,0,8,NA,2.5,25
2,2,142,538.48,1,1,1,NA,0,6,NA,3.5,25
2,2,143,552.24,4,3,3,3,1,6,8.28,1.5,25
2,2,144,564.01,4,3,3,NA,0,8,NA,4.5,25
2,2,145,580.78,2,2,2,NA,0,8,NA,1.5,25
2,2,146,594.55,2,1,1,2,0,8,0.75,1.5,25
2,2,147,608.31,2,2,2,NA,0,8,NA,8,25
2,2,148,628.58,4,3,3,3,1,4,5.72,6.5,25
2,2,149,643.35,4,4,4,3,0,8,1.03,3.5,25
2,2,150,659.12,1,1,1,2,0,6,9.35,3.5,25
2,2,151,672.88,1,2,2,1,0,8,0.87,8,25
2,2,152,693.15,4,4,4,4,1,8,9.97,1.5,25
2,2,153,706.92,1,1,1,1,1,8,0.84,8,25
2,2,154,727.19,1,1,1,NA,0,4,NA,8,25
2,2,155,743.46,3,3,3,3,1,4,6.65,0.5,25
2,2,156,752.22,2,2,2,2,1,4,1.38,1.5,25
2,2,157,761.99,4,3,3,3,1,4,6.13,2.5,25
2,2,158,772.76,3,3,3,3,1,8,10.35,1.5,25
2,2,159,786.53,4,4,4,NA,0,6,NA,1.5,25
2,2,160,798.29,4,3,3,3,1,4,6.1,0.5,25
2,2,161,807.06,3,3,3,4,0,6,1.46,3.5,25
2,2,162,820.83,1,1,1,1,1,6,8.12,3.5,25
2,2,163,834.6,2,2,2,1,0,6,8.82,8,25
2,2,164,852.86,3,4,4,NA,0,8,NA,0.5,25
2,2,165,865.63,1,2,2,1,0,4,1.45,3.5,25
2,2,166,877.4,3,3,3,NA,0,6,NA,1.5,25
2,2,167,889.17,3,3,3,NA,0,6,NA,3.5,25
2,2,168,902.93,2,2,2,NA,0,4,NA,0.5,25
2,2,169,911.7,1,1,1,1,1,4,5.89,6.5,25
2,2,170,926.47,4,3,3,3,1,8,1.44,7.5,25
2,2,171,946.24,4,4,4,3,0,4,7.26,2.5,25
2,2,172,957,1,1,1,1,1,4,0.75,0.5,25
2,2,173,965.77,3,4,4,NA,0,8,NA,8,25
2,2,174,986.04,1,1,1,NA,0,6,NA,0.5,25
2,2,175,996.81,2,2,2,2,1,6,0.96,0.5,25
2,2,176,1007.57,2,1,1,NA,0,8,NA,0.5,25
2,2,177,1020.34,1,1,1,1,1,8,1,3.5,25
2,2,178,1036.11,4,3,3,3,1,8,2.4,1.5,25
2,2,179,1049.88,3,4,4,4,1,6,7.82,1.5,25
2,2,180,1061.64,3,4,4,4,1,8,2.1,1.5,25
1,1,1,0.5,2,1,1,NA,NA,1,NA,0.5,26
1,1,2,5.28,3,3,3,3,1,1,2.32,1.5,26
1,1,3,11.05,4,4,4,3,0,1,2.32,5.5,26
1,1,4,20.82,3,4,4,4,1,1,2.58,3.5,26
1,1,5,28.59,2,2,2,2,1,1,2.18,3.5,26
1,1,6,36.35,2,2,2,2,1,1,1.11,2.5,26
1,1,7,43.12,2,1,1,2,0,1,1.1,1.5,26
1,1,8,48.89,3,3,3,3,1,1,2.16,0.5,26
1,1,9,53.65,1,1,1,1,1,1,2.37,1.5,26
1,1,10,59.42,1,2,2,2,1,1,2.25,0.5,26
1,1,11,64.19,3,3,3,3,1,1,2.29,1.5,26
1,1,12,69.95,2,1,1,2,0,1,2.11,4.5,26
1,1,13,78.72,2,2,2,2,1,1,2.17,2.5,26
1,1,14,85.49,2,1,1,1,1,1,2.29,0.5,26
1,1,15,90.26,4,4,4,3,0,1,2.47,2.5,26
1,1,16,97.02,3,3,3,3,1,1,2.25,1.5,26
1,1,17,102.79,3,3,3,3,1,1,2.16,0.5,26
1,1,18,107.56,3,3,3,3,1,1,2.23,0.5,26
1,1,19,112.34,3,3,3,3,1,1,2.73,8,26
1,1,20,124.61,4,4,4,3,0,1,2.35,2.5,26
1,1,21,131.38,2,1,1,2,0,1,2.2,4.5,26
1,1,22,140.14,2,1,1,1,1,1,2.19,2.5,26
1,1,23,146.91,1,2,2,2,1,1,2.28,1.5,26
1,1,24,152.68,2,2,2,2,1,1,2.11,1.5,26
1,1,25,158.44,4,4,4,3,0,1,2.15,0.5,26
1,1,26,163.21,3,3,3,3,1,1,2.25,4.5,26
1,1,27,171.98,3,3,3,3,1,1,2.23,0.5,26
1,1,28,176.75,3,4,4,3,0,1,2.29,0.5,26
1,1,29,181.51,2,1,1,1,1,1,2.39,0.5,26
1,1,30,186.28,1,2,2,2,1,1,2.45,1.5,26
1,1,31,192.05,4,3,3,3,1,1,2.18,0.5,26
1,1,32,196.81,2,1,1,1,1,1,2.35,5.5,26
1,1,33,206.58,3,3,3,3,1,1,2.1,0.5,26
1,1,34,211.35,1,1,1,1,1,1,2.28,0.5,26
1,1,35,216.11,4,4,4,3,0,1,2.09,0.5,26
1,1,36,220.88,1,1,1,1,1,1,2.23,8,26
1,1,37,233.15,2,2,2,2,1,1,2.43,2.5,26
1,1,38,239.92,4,4,4,3,0,1,2.13,0.5,26
1,1,39,244.68,4,4,4,4,1,1,2.42,3.5,26
1,1,40,252.45,3,3,3,3,1,1,2.41,1.5,26
1,1,41,258.22,1,1,1,1,1,1,2.16,0.5,26
1,1,42,262.98,2,2,2,2,1,1,2.38,0.5,26
1,1,43,267.75,4,4,4,4,1,1,2.73,3.5,26
1,1,44,275.52,1,1,1,NA,NA,1,NA,5.5,26
1,1,45,285.29,4,4,4,4,1,1,2.35,0.5,26
1,1,46,290.05,1,2,2,1,0,1,2.22,4.5,26
1,1,47,298.82,4,4,4,3,0,1,2.24,3.5,26
1,1,48,306.59,4,4,4,NA,NA,1,NA,1.5,26
1,1,49,312.35,1,1,1,1,1,1,2.35,0.5,26
1,1,50,317.12,3,3,3,3,1,1,2.17,0.5,26
1,1,51,321.89,4,4,4,2,0,1,2.6,1.5,26
1,1,52,327.66,1,1,1,1,1,1,2.94,0.5,26
1,1,53,332.42,1,2,2,2,1,1,2.36,0.5,26
1,1,54,337.19,1,1,1,NA,NA,1,NA,1.5,26
1,1,55,342.96,2,2,2,2,1,1,2.43,0.5,26
1,1,56,347.72,1,1,1,2,0,1,2.2,0.5,26
1,1,57,352.49,3,3,3,3,1,1,2.18,0.5,26
1,1,58,357.26,1,2,2,3,0,1,2.68,1.5,26
1,1,59,363.02,2,2,2,2,1,1,2.33,0.5,26
1,1,60,367.79,3,3,3,NA,NA,1,NA,5.5,26
1,1,61,377.56,1,2,2,2,1,1,2.43,0.5,26
1,1,62,382.33,4,4,4,4,1,1,2.5,0.5,26
1,1,63,387.09,1,1,1,1,1,1,2.32,3.5,26
1,1,64,394.86,3,3,3,3,1,1,3.37,1.5,26
1,1,65,400.63,4,3,3,3,1,1,2.32,1.5,26
1,1,66,406.39,1,2,2,1,0,1,2.47,1.5,26
1,1,67,412.16,4,3,3,3,1,1,2.51,1.5,26
1,1,68,417.93,2,2,2,NA,NA,1,NA,0.5,26
1,1,69,422.7,4,4,4,3,0,1,2.47,5.5,26
1,1,70,432.46,4,4,4,4,1,1,2.74,2.5,26
1,1,71,439.23,1,2,2,NA,NA,1,NA,0.5,26
1,1,72,444,2,1,1,1,1,1,2.33,1.5,26
1,1,73,449.76,4,3,3,3,1,1,2.25,0.5,26
1,1,74,454.53,1,2,2,NA,NA,1,NA,5.5,26
1,1,75,464.3,4,4,4,4,1,1,2.54,0.5,26
1,1,76,469.07,1,2,2,1,0,1,2.57,0.5,26
1,1,77,473.83,3,4,4,4,1,1,3.23,1.5,26
1,1,78,479.6,3,4,4,3,0,1,2.21,0.5,26
1,1,79,484.37,4,4,4,NA,NA,1,NA,1.5,26
1,1,80,490.13,1,2,2,2,1,1,2.61,3.5,26
1,1,81,497.9,3,3,3,3,1,1,2.9,0.5,26
1,1,82,502.67,2,2,2,2,1,1,2.3,3.5,26
1,1,83,510.43,2,2,2,NA,NA,1,NA,0.5,26
1,1,84,515.2,2,1,1,1,1,1,2.42,2.5,26
1,1,85,521.97,2,1,1,1,1,1,2.4,0.5,26
1,1,86,526.74,4,4,4,4,1,1,2.87,3.5,26
1,1,87,534.5,2,2,2,1,0,1,3.65,1.5,26
1,1,88,540.27,4,3,3,3,1,1,2.52,2.5,26
1,1,89,547.04,1,1,1,1,1,1,3.06,0.5,26
1,1,90,551.8,3,4,4,NA,NA,1,NA,1.5,26
1,1,91,557.57,1,1,1,1,1,1,2.44,0.5,26
1,1,92,562.34,3,3,3,NA,NA,1,NA,4.5,26
1,1,93,571.11,1,1,1,1,1,1,2.47,5.5,26
1,1,94,580.87,2,1,1,NA,NA,1,NA,0.5,26
1,1,95,585.64,3,3,3,NA,NA,1,NA,0.5,26
1,1,96,590.41,4,4,4,4,1,1,2.65,2.5,26
1,1,97,597.17,4,4,4,4,1,1,2.5,0.5,26
1,1,98,601.94,2,1,1,1,1,1,2.45,0.5,26
1,1,99,606.71,3,3,3,3,1,1,2.68,0.5,26
1,1,100,611.47,3,3,3,NA,NA,1,NA,0.5,26
1,2,101,0.5,3,3,3,3,1,8,9.17,0.5,26
1,2,102,13.27,4,4,4,4,1,6,7.17,0.5,26
1,2,103,24.04,1,2,2,1,0,4,5.33,8,26
1,2,104,40.31,4,4,4,4,1,6,7.12,8,26
1,2,105,58.58,3,3,3,3,1,4,5.29,6.5,26
1,2,106,73.34,4,3,3,4,0,4,5.16,3.5,26
1,2,107,85.11,1,2,2,2,1,8,9.32,0.5,26
1,2,108,97.88,2,2,2,1,0,4,5.5,4.5,26
1,2,109,110.65,1,1,1,1,1,6,7.57,0.5,26
1,2,110,121.41,1,1,1,1,1,6,7.55,1.5,26
1,2,111,133.18,1,2,2,1,0,4,5.79,4.5,26
1,2,112,145.95,3,3,3,3,1,8,9.35,0.5,26
1,2,113,158.72,1,2,2,1,0,6,7.83,0.5,26
1,2,114,169.48,2,1,1,1,1,4,5.32,3.5,26
1,2,115,181.25,4,4,4,4,1,4,5.3,0.5,26
1,2,116,190.02,3,3,3,3,1,8,9.35,5.5,26
1,2,117,207.79,3,3,3,3,1,6,7.3,0.5,26
1,2,118,218.55,1,2,2,2,1,6,7.48,1.5,26
1,2,119,230.32,2,1,1,1,1,8,9.38,0.5,26
1,2,120,243.09,2,2,2,1,0,6,7.9,3.5,26
1,2,121,256.86,4,4,4,3,0,6,7.47,1.5,26
