"Block","Phase","Trial","RunningTime","Cue","Image","CorrResp","Resp","Accuracy","ISI","RT_from_CueOnset","ITI","subID"
2,1,16,104.16,1,1,1,1,1,1,2.06,1.5,8
2,1,17,109.95,4,4,4,3,0,1,2.33,2.5,8
2,1,18,116.73,3,3,3,3,1,1,2.38,8,8
2,1,19,129,1,2,2,2,1,1,2.37,0.5,8
2,1,20,133.78,1,1,1,1,1,1,2.42,0.5,8
2,1,21,138.56,3,4,4,4,1,1,2.63,0.5,8
2,1,22,143.35,3,3,3,3,1,1,2.25,0.5,8
2,1,23,148.13,4,3,3,3,1,1,2.32,0.5,8
2,1,24,152.92,1,1,1,1,1,1,2.33,0.5,8
2,1,25,157.7,4,4,4,4,1,1,2.32,0.5,8
2,1,26,162.48,2,2,2,2,1,1,2.21,0.5,8
2,1,27,167.27,2,2,2,2,1,1,2.34,2.5,8
2,1,28,174.05,1,1,1,1,1,1,2.26,1.5,8
2,1,29,179.83,3,3,3,3,1,1,2.2,0.5,8
2,1,30,184.6,3,4,4,4,1,1,2.29,1.5,8
2,1,31,190.38,3,3,3,3,1,1,2.25,2.5,8
2,1,32,197.17,2,2,2,2,1,1,2.11,1.5,8
2,1,33,202.95,2,1,1,1,1,1,2.31,1.5,8
2,1,34,208.74,2,2,2,2,1,1,2.3,0.5,8
2,1,35,213.52,2,2,2,2,1,1,2.17,2.5,8
2,1,36,220.3,3,4,4,4,1,1,2.44,1.5,8
2,1,37,226.09,1,1,1,1,1,1,2.1,0.5,8
2,1,38,230.87,1,2,2,2,1,1,2.27,0.5,8
2,1,39,235.65,3,3,3,3,1,1,2.13,0.5,8
2,1,40,240.44,4,3,3,4,0,1,1.55,3.5,8
2,1,41,248.22,3,4,4,4,1,1,2.33,0.5,8
2,1,42,253.01,1,1,1,1,1,1,2.08,0.5,8
2,1,43,257.79,4,4,4,4,1,1,2.24,1.5,8
2,1,44,263.57,2,2,2,2,1,1,2.17,0.5,8
2,1,45,268.36,4,4,4,4,1,1,2.1,3.5,8
2,1,46,276.14,2,1,1,2,0,1,2.22,0.5,8
2,1,47,280.92,1,1,1,1,1,1,2.01,3.5,8
2,1,48,288.71,1,1,1,1,1,1,1.27,0.5,8
2,1,49,293.49,1,1,1,1,1,1,0.95,0.5,8
2,1,50,298.28,2,1,1,2,0,1,1.07,3.5,8
2,1,51,306.06,3,4,4,3,0,1,2.18,2.5,8
2,1,52,312.84,4,4,4,4,1,1,2.19,0.5,8
2,1,53,317.63,3,3,3,3,1,1,2.18,5.5,8
2,1,54,327.41,3,3,3,3,1,1,2.22,0.5,8
2,1,55,332.19,4,4,4,4,1,1,2.28,1.5,8
2,1,56,337.98,2,2,2,2,1,1,2.12,5.5,8
2,1,57,347.76,2,2,2,2,1,1,2.04,1.5,8
2,1,58,353.55,1,1,1,1,1,1,2.27,0.5,8
2,1,59,358.33,4,3,3,3,1,1,2.41,1.5,8
2,1,60,364.11,2,1,1,2,0,1,2.11,1.5,8
2,1,61,369.9,4,3,3,3,1,1,2.4,4.5,8
2,1,62,378.68,1,2,2,2,1,1,2.27,0.5,8
2,1,63,383.46,1,1,1,1,1,1,2.13,0.5,8
2,1,64,388.25,4,3,3,3,1,1,2.22,1.5,8
2,1,65,394.03,3,4,4,4,1,1,2.46,4.5,8
2,1,66,402.82,4,3,3,3,1,1,2.38,0.5,8
2,1,67,407.6,2,2,2,2,1,1,2.22,0.5,8
2,1,68,412.38,4,4,4,4,1,1,2.43,4.5,8
2,1,69,421.17,4,4,4,4,1,1,2.64,1.5,8
2,1,70,426.95,2,1,1,1,1,1,2.37,1.5,8
2,1,71,432.73,2,2,2,2,1,1,2.3,8,8
2,1,72,445,1,2,2,1,0,1,2.12,0.5,8
2,1,73,449.79,2,1,1,1,1,1,2.31,5.5,8
2,1,74,459.57,4,3,3,3,1,1,2.33,0.5,8
2,1,75,464.35,4,4,4,4,1,1,2.31,0.5,8
2,1,76,469.14,3,3,3,3,1,1,2.05,0.5,8
2,1,77,473.92,3,3,3,3,1,1,2.01,0.5,8
2,1,78,478.7,2,1,1,2,0,1,1.45,0.5,8
2,1,79,483.49,3,4,4,3,0,1,1.7,0.5,8
2,1,80,488.27,4,4,4,4,1,1,2.11,0.5,8
2,1,81,493.06,3,3,3,3,1,1,2.14,0.5,8
2,1,82,497.84,2,1,1,2,0,1,2.09,0.5,8
2,1,83,502.62,1,1,1,1,1,1,2.02,3.5,8
2,1,84,510.41,3,4,4,4,1,1,2.5,3.5,8
2,1,85,518.19,2,2,2,2,1,1,2.06,1.5,8
2,1,86,523.97,2,2,2,2,1,1,2,2.5,8
2,1,87,530.76,3,4,4,4,1,1,2.42,1.5,8
2,1,88,536.54,3,3,3,3,1,1,2.24,0.5,8
2,1,89,541.33,1,1,1,1,1,1,2.34,0.5,8
2,1,90,546.11,4,4,4,3,0,1,2.81,0.5,8
2,1,91,550.89,2,2,2,2,1,1,1.59,1.5,8
2,1,92,556.68,1,2,2,1,0,1,2.22,1.5,8
2,1,93,562.46,4,3,3,3,1,1,2.38,5.5,8
2,1,94,572.23,1,1,1,1,1,1,2.33,0.5,8
2,1,95,577.01,4,3,3,1,0,1,0.54,5.5,8
2,1,96,586.8,1,1,1,1,1,1,1.85,0.5,8
2,1,97,591.58,1,1,1,1,1,1,2.28,0.5,8
2,1,98,596.36,2,2,2,2,1,1,2.08,3.5,8
2,1,99,604.15,4,4,4,4,1,1,2.39,3.5,8
2,1,100,611.93,3,3,3,3,1,1,2.33,1.5,8
2,2,101,0.52,1,2,2,1,0,4,0.92,1.5,8
2,2,102,10.28,3,3,3,3,1,8,1.57,5.5,8
2,2,103,28.05,3,3,3,3,1,8,1.6,0.5,8
2,2,104,40.82,4,3,3,4,0,8,1.43,3.5,8
2,2,105,56.59,3,3,3,3,1,4,5.18,2.5,8
2,2,106,67.35,3,3,3,3,1,8,10.03,1.5,8
2,2,107,81.12,4,3,3,4,0,6,7.47,0.5,8
2,2,108,91.89,1,2,2,1,0,4,0.95,1.5,8
2,2,109,101.67,1,1,1,1,1,4,5.67,7.5,8
2,2,110,117.44,2,2,2,2,1,6,1.3,8,8
2,2,111,135.71,2,2,2,2,1,8,3.74,7.5,8
2,2,112,155.48,2,2,2,2,1,6,7.33,6.5,8
2,2,113,172.24,4,3,3,3,1,4,5.9,8,8
2,2,114,188.51,3,3,3,3,1,4,5.81,4.5,8
2,2,115,201.28,4,3,3,3,1,8,9.8,1.5,8
2,2,116,215.05,2,2,2,2,1,4,5.6,0.5,8
2,2,117,223.81,1,2,2,1,0,6,7.54,0.5,8
2,2,118,234.58,2,1,1,1,1,8,10.72,4.5,8
2,2,119,251.35,2,1,1,1,1,4,6.97,0.5,8
2,2,120,260.13,4,4,4,4,1,8,9.67,3.5,8
2,2,121,275.9,4,4,4,4,1,8,9.81,3.5,8
2,2,122,291.67,2,2,2,2,1,6,7.73,0.5,8
2,2,123,302.44,2,2,2,2,1,8,10.17,1.5,8
2,2,124,316.2,4,4,4,4,1,6,8.1,6.5,8
2,2,125,332.97,2,2,2,2,1,8,10.47,0.5,8
2,2,126,345.74,1,1,1,1,1,4,0.74,1.5,8
2,2,127,355.52,3,3,3,3,1,6,1.28,4.5,8
2,2,128,370.29,1,2,2,1,0,6,0.74,1.5,8
2,2,129,382.06,3,4,4,3,0,8,0.9,3.5,8
2,2,130,397.83,1,1,1,1,1,6,0.87,3.5,8
2,2,131,411.59,1,1,1,1,1,6,0.93,1.5,8
2,2,132,423.36,2,1,1,2,0,6,2.63,8,8
2,2,133,441.63,3,3,3,3,1,6,1.23,4.5,8
2,2,134,456.4,1,1,1,1,1,8,1.06,0.5,8
2,2,135,469.16,3,4,4,4,1,6,7.95,3.5,8
2,2,136,482.93,1,1,1,1,1,6,0.7,8,8
2,2,137,501.2,4,4,4,4,1,4,5.48,8,8
2,2,138,517.47,2,1,1,2,0,8,9.87,8,8
2,2,139,537.74,1,1,1,1,1,4,0.56,0.5,8
2,2,140,546.52,3,3,3,3,1,6,4.11,8,8
2,2,141,564.79,1,2,2,1,0,8,2.17,2.5,8
2,2,142,579.55,1,1,1,1,1,4,5.7,1.5,8
2,2,143,589.34,1,1,1,1,1,6,8.3,1.5,8
2,2,144,601.11,3,4,4,4,1,4,5.73,0.5,8
2,2,145,609.89,2,1,1,2,0,4,5.53,0.5,8
2,2,146,618.67,4,4,4,4,1,4,5.6,6.5,8
2,2,147,633.44,2,2,2,2,1,4,5.61,5.5,8
2,2,148,647.21,4,4,4,4,1,4,5.74,1.5,8
2,2,149,656.99,4,4,4,4,1,4,5.48,0.5,8
2,2,150,665.78,1,1,1,1,1,6,7.48,1.5,8
2,2,151,677.54,2,1,1,2,0,8,9.63,1.5,8
2,2,152,691.31,4,4,4,4,1,8,9.57,1.5,8
2,2,153,705.08,1,1,1,2,0,8,10.5,1.5,8
2,2,154,718.85,3,4,4,4,1,6,7.57,0.5,8
2,2,155,729.63,4,4,4,4,1,4,5.53,3.5,8
2,2,156,741.4,2,2,2,2,1,6,1.42,1.5,8
2,2,157,753.17,2,2,2,2,1,4,6.78,0.5,8
2,2,158,761.95,3,4,4,4,1,4,6.18,4.5,8
2,2,159,774.72,3,4,4,4,1,8,9.6,0.5,8
2,2,160,787.49,4,4,4,4,1,8,9.52,8,8
2,2,161,807.75,1,1,1,1,1,8,0.74,2.5,8
2,2,162,822.52,2,2,2,1,0,4,6.4,3.5,8
2,2,163,834.29,3,3,3,3,1,6,7.2,5.5,8
2,2,164,850.06,3,3,3,3,1,8,1.33,2.5,8
2,2,165,864.82,4,3,3,4,0,6,7.87,8,8
2,2,166,883.09,4,3,3,3,1,4,5.77,0.5,8
2,2,167,891.88,3,3,3,3,1,4,5.84,0.5,8
2,2,168,900.66,2,2,2,2,1,4,5.1,1.5,8
2,2,169,910.44,4,4,4,4,1,6,7.75,6.5,8
2,2,170,927.21,2,1,1,1,1,6,9.05,0.5,8
2,2,171,937.98,3,4,4,3,0,8,9.41,4.5,8
2,2,172,954.75,4,4,4,4,1,6,7.83,1.5,8
2,2,173,966.53,1,1,1,1,1,8,9.67,3.5,8
2,2,174,982.3,2,2,2,2,1,8,9.35,3.5,8
2,2,175,998.07,4,3,3,3,1,6,8.13,2.5,8
2,2,176,1010.83,1,2,2,1,0,8,1.25,6.5,8
2,2,177,1029.6,3,3,3,3,1,4,6.43,0.5,8
2,2,178,1038.39,4,3,3,3,1,4,6.13,0.5,8
2,2,179,1047.17,3,4,4,4,1,6,8.01,3.5,8
2,2,180,1060.94,1,1,1,1,1,4,0.65,0.5,8
1,1,1,0.52,4,4,4,3,0,1,2.52,0.5,9
1,1,2,5.3,3,3,3,3,1,1,2.42,2.5,9
1,1,3,12.08,2,2,2,2,1,1,2.37,0.5,9
1,1,4,16.87,1,2,2,2,1,1,2.33,1.5,9
1,1,5,22.65,4,4,4,4,1,1,2.45,3.5,9
1,1,6,30.44,1,1,1,1,1,1,2.36,1.5,9
1,1,7,36.22,2,1,1,1,1,1,2.31,0.5,9
1,1,8,41,3,4,4,4,1,1,2.52,4.5,9
1,1,9,49.79,4,3,3,3,1,1,2.56,5.5,9
1,1,10,59.55,4,4,4,3,0,1,2.26,0.5,9
1,1,11,64.34,1,1,1,1,1,1,2.34,3.5,9
1,1,12,72.12,2,1,1,1,1,1,2.39,5.5,9
1,1,13,81.89,1,1,1,1,1,1,2.34,0.5,9
1,1,14,86.66,2,2,2,2,1,1,2.27,0.5,9
1,1,15,91.44,2,2,2,2,1,1,2.16,1.5,9
1,1,16,97.22,3,4,4,4,1,1,2.89,5.5,9
1,1,17,107.01,4,3,3,3,1,1,2.42,3.5,9
1,1,18,114.79,4,3,3,3,1,1,2.3,0.5,9
1,1,19,119.57,3,3,3,3,1,1,2.33,0.5,9
1,1,20,124.36,3,3,3,3,1,1,2.41,2.5,9
1,1,21,131.14,4,4,4,4,1,1,2.47,0.5,9
1,1,22,135.93,4,4,4,4,1,1,2.31,0.5,9
1,1,23,140.71,2,2,2,2,1,1,1.27,1.5,9
1,1,24,146.49,1,1,1,1,1,1,2.25,0.5,9
1,1,25,151.28,4,4,4,3,0,1,0.97,2.5,9
1,1,26,158.06,1,2,2,3,0,1,1.24,2.5,9
1,1,27,164.84,1,2,2,1,0,1,0.79,1.5,9
1,1,28,170.63,3,3,3,3,1,1,2.71,4.5,9
1,1,29,179.4,2,2,2,2,1,1,0.59,2.5,9
1,1,30,186.18,4,3,3,3,1,1,0.89,0.5,9
1,1,31,190.96,1,1,1,1,1,1,2.17,0.5,9
1,1,32,195.75,3,4,4,1,0,1,0.68,0.5,9
1,1,33,200.53,4,4,4,2,0,1,1.29,0.5,9
1,1,34,205.31,3,3,3,1,0,1,0.87,1.5,9
1,1,35,211.1,2,2,2,2,1,1,0.49,0.5,9
1,1,36,215.88,2,2,2,2,1,1,0.53,5.5,9
1,1,37,225.67,4,3,3,3,1,1,2.41,0.5,9
1,1,38,230.45,3,3,3,3,1,1,2.23,5.5,9
1,1,39,240.23,3,4,4,3,0,1,2.29,1.5,9
1,1,40,246.02,2,2,2,2,1,1,0.66,0.5,9
1,1,41,250.8,3,4,4,3,0,1,1.36,0.5,9
1,1,42,255.58,1,1,1,1,1,1,2.29,0.5,9
1,1,43,260.37,4,4,4,4,1,1,1.57,1.5,9
1,1,44,266.15,4,3,3,4,0,1,0.69,0.5,9
1,1,45,270.93,1,2,2,2,1,1,2.31,0.5,9
1,1,46,275.72,2,1,1,2,0,1,0.68,1.5,9
1,1,47,281.5,4,3,3,4,0,1,0.98,1.5,9
1,1,48,287.29,3,4,4,4,1,1,2.42,1.5,9
1,1,49,293.07,2,2,2,2,1,1,0.62,0.5,9
1,1,50,297.85,3,3,3,3,1,1,2.33,0.5,9
1,1,51,302.64,1,1,1,1,1,1,2.14,2.5,9
1,1,52,309.42,4,3,3,3,1,1,2.39,0.5,9
1,1,53,314.19,1,1,1,1,1,1,0.61,0.5,9
1,1,54,318.97,2,1,1,2,0,1,0.39,2.5,9
1,1,55,325.76,2,1,1,2,0,1,0.42,4.5,9
1,1,56,334.54,2,1,1,2,0,1,0.51,3.5,9
1,1,57,342.32,2,2,2,1,0,1,0.35,0.5,9
1,1,58,347.11,1,1,1,1,1,1,0.51,0.5,9
1,1,59,351.89,2,2,2,1,0,1,0.46,0.5,9
1,1,60,356.67,2,2,2,2,1,1,0.43,1.5,9
1,1,61,362.46,1,1,1,1,1,1,0.6,3.5,9
1,1,62,370.24,4,4,4,4,1,1,1.14,0.5,9
1,1,63,375.03,3,4,4,1,0,1,0.7,1.5,9
1,1,64,380.81,1,2,2,1,0,1,0.56,1.5,9
1,1,65,386.59,2,1,1,2,0,1,0.57,2.5,9
1,1,66,393.38,1,1,1,1,1,1,0.66,0.5,9
1,1,67,398.16,3,4,4,1,0,1,0.6,3.5,9
1,1,68,405.94,3,4,4,4,1,1,2.41,0.5,9
1,1,69,410.73,3,4,4,4,1,1,1.15,1.5,9
1,1,70,416.51,3,3,3,4,0,1,0.54,3.5,9
1,1,71,424.3,4,3,3,3,1,1,0.83,0.5,9
1,1,72,429.08,2,2,2,2,1,1,0.6,0.5,9
1,1,73,433.86,1,1,1,1,1,1,0.55,5.5,9
1,1,74,443.65,4,4,4,3,0,1,0.83,3.5,9
1,1,75,451.43,1,1,1,1,1,1,1.05,0.5,9
1,1,76,456.21,3,3,3,4,0,1,0.94,1.5,9
1,1,77,462,3,4,4,4,1,1,0.79,5.5,9
1,1,78,471.78,2,2,2,2,1,1,0.6,0.5,9
1,1,79,476.57,3,4,4,1,0,1,1.07,3.5,9
1,1,80,484.33,1,2,2,1,0,1,0.49,0.5,9
1,1,81,489.12,1,2,2,1,0,1,0.71,8,9
1,1,82,501.38,3,3,3,1,0,1,0.96,0.5,9
1,1,83,506.17,2,2,2,2,1,1,0.7,0.5,9
1,1,84,510.95,4,4,4,3,0,1,0.91,1.5,9
1,1,85,516.73,1,1,1,1,1,1,0.79,1.5,9
1,1,86,522.52,4,3,3,3,1,1,2.16,0.5,9
1,1,87,527.3,3,3,3,1,0,1,0.71,4.5,9
1,1,88,536.09,1,1,1,2,0,1,1.12,8,9
1,1,89,548.35,1,1,1,1,1,1,0.64,0.5,9
1,1,90,553.14,1,1,1,1,1,1,0.49,1.5,9
1,1,91,558.92,4,3,3,3,1,1,0.89,2.5,9
1,1,92,565.7,4,4,4,3,0,1,0.41,1.5,9
1,1,93,571.49,4,3,3,1,0,1,0.99,2.5,9
1,1,94,578.27,3,3,3,1,0,1,0.66,1.5,9
1,1,95,584.06,2,2,2,2,1,1,0.54,4.5,9
1,1,96,592.84,2,1,1,2,0,1,0.56,1.5,9
1,1,97,598.62,1,1,1,1,1,1,0.92,0.5,9
1,1,98,603.41,4,3,3,3,1,1,0.91,0.5,9
1,1,99,608.19,3,3,3,4,0,1,0.71,0.5,9
1,1,100,612.97,2,2,2,2,1,1,0.66,0.5,9
1,2,101,0.51,1,2,2,1,0,4,5.65,6.5,9
1,2,102,15.28,4,3,3,3,1,6,7.37,3.5,9
1,2,103,29.04,2,2,2,2,1,8,0.92,1.5,9
1,2,104,42.81,2,2,2,2,1,6,1.22,3.5,9
1,2,105,56.58,4,4,4,3,0,6,0.63,4.5,9
1,2,106,71.35,3,4,4,4,1,6,7.6,2.5,9
1,2,107,84.11,1,2,2,1,0,6,1.03,1.5,9
1,2,108,95.88,1,1,1,1,1,6,0.65,8,9
1,2,109,114.15,3,3,3,4,0,6,1.35,1.5,9
1,2,110,125.92,2,1,1,2,0,8,0.62,0.5,9
1,2,111,138.68,4,3,3,3,1,6,0.89,8,9
1,2,112,156.95,4,3,3,3,1,6,0.86,3.5,9
1,2,113,170.72,4,4,4,3,0,8,0.61,5.5,9
1,2,114,188.49,3,4,4,4,1,4,5.6,3.5,9
1,2,115,200.25,2,2,2,2,1,4,0.59,8,9
1,2,116,216.52,4,4,4,3,0,4,0.79,0.5,9
1,2,117,225.29,3,3,3,4,0,6,0.91,1.5,9
1,2,118,237.06,4,3,3,3,1,4,0.7,1.5,9
1,2,119,246.84,1,1,1,1,1,4,1.04,4.5,9
1,2,120,259.61,2,2,2,2,1,6,0.47,6.5,9
1,2,121,276.38,2,2,2,2,1,8,0.51,0.5,9
1,2,122,289.14,3,3,3,1,0,4,0.62,1.5,9
1,2,123,298.91,2,1,1,1,1,6,8,4.5,9
1,2,124,313.68,4,3,3,3,1,8,1.54,4.5,9
1,2,125,330.45,3,3,3,4,0,4,5.53,5.5,9
1,2,126,344.21,2,1,1,2,0,4,0.65,0.5,9
1,2,127,353,4,3,3,3,1,8,0.85,0.5,9
1,2,128,365.78,3,4,4,4,1,8,9.47,8,9
1,2,129,386.05,3,4,4,4,1,8,0.81,0.5,9
1,2,130,398.82,1,2,2,1,0,6,1.49,3.5,9
1,2,131,412.59,1,1,1,1,1,6,0.55,1.5,9
1,2,132,424.35,3,4,4,4,1,6,0.9,0.5,9
1,2,133,435.12,1,1,1,1,1,8,1.26,0.5,9
1,2,134,447.89,4,4,4,3,0,6,0.78,5.5,9
1,2,135,463.66,1,1,1,1,1,8,0.7,0.5,9
1,2,136,476.42,3,4,4,4,1,4,2.05,0.5,9
1,2,137,485.21,1,1,1,1,1,4,1.17,0.5,9
1,2,138,493.99,3,4,4,4,1,8,1.34,8,9
1,2,139,514.26,1,1,1,1,1,4,0.7,3.5,9
1,2,140,526.03,3,3,3,4,0,8,0.87,1.5,9
1,2,141,539.79,1,1,1,1,1,6,0.59,6.5,9
1,2,142,556.56,4,4,4,3,0,8,0.62,0.5,9
1,2,143,569.33,2,1,1,2,0,8,0.62,7.5,9
1,2,144,589.1,3,3,3,4,0,6,1.27,6.5,9
1,2,145,605.87,1,1,1,1,1,6,0.61,1.5,9
1,2,146,617.63,2,2,2,2,1,6,0.53,1.5,9
1,2,147,629.4,4,4,4,3,0,4,0.72,2.5,9
1,2,148,640.17,2,2,2,2,1,8,0.64,1.5,9
1,2,149,653.94,1,1,1,1,1,8,0.63,8,9
1,2,150,674.2,2,2,2,2,1,4,0.75,0.5,9
1,2,151,682.99,2,2,2,1,0,8,9.9,4.5,9
1,2,152,699.76,2,1,1,2,0,8,0.55,0.5,9
1,2,153,712.52,3,3,3,4,0,8,1.15,0.5,9
1,2,154,725.29,2,2,2,2,1,4,0.57,0.5,9
1,2,155,734.07,3,3,3,3,1,8,9.93,1.5,9
1,2,156,747.84,4,3,3,3,1,4,0.73,0.5,9
1,2,157,756.61,1,1,1,1,1,6,1.07,0.5,9
1,2,158,767.38,1,2,2,1,0,8,0.55,4.5,9
1,2,159,784.14,4,4,4,3,0,8,0.61,3.5,9
1,2,160,799.91,1,1,1,1,1,8,0.67,2.5,9
1,2,161,814.68,4,3,3,3,1,4,1.48,6.5,9
1,2,162,829.45,4,4,4,3,0,8,0.62,1.5,9
1,2,163,843.21,1,2,2,1,0,4,1.53,0.5,9
1,2,164,852,3,4,4,4,1,8,0.91,0.5,9
1,2,165,864.77,3,3,3,4,0,4,0.69,1.5,9
1,2,166,874.55,2,1,1,2,0,4,0.63,2.5,9
1,2,167,885.32,4,4,4,3,0,6,0.71,3.5,9
1,2,168,899.09,4,3,3,3,1,4,1.19,7.5,9
1,2,169,914.85,2,2,2,2,1,4,0.53,1.5,9
1,2,170,924.64,2,2,2,2,1,4,0.45,0.5,9
1,2,171,933.42,2,1,1,2,0,6,1.06,2.5,9
1,2,172,946.19,3,4,4,1,0,6,1.8,8,9
1,2,173,964.46,1,1,1,1,1,4,0.65,1.5,9
1,2,174,974.24,4,4,4,3,0,8,0.83,1.5,9
1,2,175,988.01,2,2,2,2,1,6,7.73,1.5,9
1,2,176,999.78,3,3,3,4,0,6,1.09,3.5,9
1,2,177,1013.54,1,2,2,1,0,8,0.79,8,9
1,2,178,1033.81,1,1,1,1,1,4,0.69,3.5,9
1,2,179,1045.58,3,4,4,4,1,4,1.08,3.5,9
1,2,180,1057.35,4,3,3,3,1,8,0.6,8,9
2,1,1,0.51,3,3,3,3,1,1,2.89,1.5,9
2,1,2,6.3,1,1,1,1,1,1,2.33,3.5,9
2,1,3,14.08,3,3,3,3,1,1,0.89,4.5,9
2,1,4,22.86,1,1,1,1,1,1,0.49,1.5,9
2,1,5,28.65,2,2,2,2,1,1,2.28,0.5,9
2,1,6,33.43,2,2,2,2,1,1,0.64,0.5,9
2,1,7,38.21,4,3,3,3,1,1,2.47,1.5,9
2,1,8,44,1,1,1,1,1,1,0.72,0.5,9
2,1,9,48.78,1,2,2,1,0,1,0.5,0.5,9
2,1,10,53.56,3,4,4,3,0,1,1.05,0.5,9
2,1,11,58.35,3,4,4,4,1,1,2.26,3.5,9
2,1,12,66.13,2,2,2,2,1,1,0.93,4.5,9
2,1,13,74.92,1,1,1,1,1,1,0.69,3.5,9
2,1,14,82.7,4,3,3,3,1,1,2.37,0.5,9
2,1,15,87.48,4,4,4,3,0,1,2.18,1.5,9
2,1,16,93.27,1,1,1,1,1,1,0.64,1.5,9
2,1,17,99.05,2,2,2,2,1,1,0.87,0.5,9
2,1,18,103.84,3,4,4,4,1,1,2.28,0.5,9
2,1,19,108.62,4,3,3,3,1,1,2.33,5.5,9
2,1,20,118.39,4,3,3,3,1,1,0.45,3.5,9
2,1,21,126.17,2,2,2,2,1,1,0.64,0.5,9
2,1,22,130.95,4,4,4,3,0,1,0.61,0.5,9
2,1,23,135.74,1,2,2,1,0,1,0.88,8,9
2,1,24,148,2,2,2,2,1,1,0.68,0.5,9
2,1,25,152.79,1,1,1,2,0,1,0.52,0.5,9
2,1,26,157.57,3,3,3,3,1,1,2.45,3.5,9
2,1,27,165.36,3,4,4,4,1,1,2.38,5.5,9
2,1,28,175.12,4,4,4,3,0,1,0.66,1.5,9
2,1,29,180.91,1,1,1,1,1,1,2.58,2.5,9
2,1,30,187.69,1,1,1,1,1,1,0.71,0.5,9
2,1,31,192.47,2,1,1,2,0,1,0.72,1.5,9
2,1,32,198.26,2,2,2,2,1,1,0.59,1.5,9
2,1,33,204.04,3,3,3,3,1,1,2.37,0.5,9
2,1,34,208.83,3,3,3,3,1,1,2.44,4.5,9
2,1,35,217.61,1,1,1,1,1,1,0.61,5.5,9
2,1,36,227.39,3,4,4,4,1,1,2.52,1.5,9
2,1,37,233.18,1,2,2,1,0,1,0.65,1.5,9
2,1,38,238.96,2,2,2,2,1,1,0.71,1.5,9
2,1,39,244.74,3,4,4,4,1,1,2.74,5.5,9
2,1,40,254.53,1,1,1,1,1,1,0.59,8,9
2,1,41,266.8,1,1,1,1,1,1,0.56,0.5,9
2,1,42,271.58,3,4,4,4,1,1,1.23,1.5,9
2,1,43,277.36,4,4,4,3,0,1,0.68,0.5,9
2,1,44,282.15,4,4,4,4,1,1,2.4,0.5,9
2,1,45,286.93,2,2,2,2,1,1,0.68,1.5,9
2,1,46,292.71,1,1,1,1,1,1,0.78,0.5,9
2,1,47,297.5,4,4,4,3,0,1,0.72,0.5,9
2,1,48,302.28,1,1,1,1,1,1,0.59,0.5,9
2,1,49,307.07,3,3,3,4,0,1,1.09,5.5,9
2,1,50,316.85,3,4,4,4,1,1,2.49,1.5,9
2,1,51,322.63,3,3,3,4,0,1,1,2.5,9
2,1,52,329.42,2,2,2,2,1,1,0.62,2.5,9
2,1,53,336.2,4,4,4,3,0,1,2.48,0.5,9
2,1,54,340.98,4,3,3,3,1,1,2.39,0.5,9
2,1,55,345.77,4,3,3,3,1,1,2.3,0.5,9
2,1,56,350.55,2,2,2,2,1,1,0.64,4.5,9
2,1,57,359.34,3,4,4,4,1,1,2.45,4.5,9
2,1,58,368.12,2,1,1,2,0,1,1.31,2.5,9
2,1,59,374.9,1,1,1,2,0,1,2.59,1.5,9
2,1,60,380.69,3,3,3,4,0,1,1.01,3.5,9
2,1,61,388.47,4,3,3,3,1,1,2.22,2.5,9
2,1,62,395.25,3,3,3,4,0,1,1.92,1.5,9
2,1,63,401.04,4,4,4,3,0,1,2.32,3.5,9
2,1,64,408.82,3,3,3,3,1,1,2.4,0.5,9
2,1,65,413.61,4,4,4,4,1,1,2.47,2.5,9
2,1,66,420.39,2,1,1,1,1,1,3.36,2.5,9
2,1,67,427.17,1,1,1,1,1,1,0.5,0.5,9
2,1,68,431.96,1,2,2,1,0,1,0.59,1.5,9
2,1,69,437.74,4,3,3,3,1,1,2.19,0.5,9
2,1,70,442.52,1,1,1,1,1,1,0.99,0.5,9
2,1,71,447.31,3,4,4,3,0,1,2.33,0.5,9
2,1,72,452.09,2,2,2,2,1,1,0.6,5.5,9
2,1,73,461.88,1,1,1,1,1,1,0.61,0.5,9
2,1,74,466.66,4,4,4,4,1,1,2.3,0.5,9
2,1,75,471.44,1,2,2,1,0,1,0.61,2.5,9
2,1,76,478.23,4,4,4,4,1,1,2.33,2.5,9
2,1,77,485.01,3,3,3,3,1,1,2.34,0.5,9
2,1,78,489.79,3,3,3,3,1,1,2.15,0.5,9
2,1,79,494.58,2,2,2,2,1,1,0.62,0.5,9
2,1,80,499.36,1,1,1,1,1,1,0.57,1.5,9
2,1,81,505.15,2,2,2,1,0,1,2.35,0.5,9
2,1,82,509.93,4,3,3,3,1,1,2.35,0.5,9
2,1,83,514.71,2,2,2,2,1,1,0.54,0.5,9
2,1,84,519.5,2,2,2,2,1,1,0.67,5.5,9
2,1,85,529.28,2,2,2,2,1,1,0.59,0.5,9
2,1,86,534.06,2,2,2,2,1,1,0.82,0.5,9
2,1,87,538.85,4,3,3,3,1,1,2.31,0.5,9
2,1,88,543.63,3,3,3,3,1,1,2.29,2.5,9
2,1,89,550.42,4,4,4,4,1,1,2.39,3.5,9
2,1,90,558.2,2,1,1,2,0,1,2.27,3.5,9
2,1,91,565.98,3,3,3,3,1,1,3.31,1.5,9
2,1,92,571.77,4,4,4,4,1,1,2.73,0.5,9
