subID,RT,faceChoice,carChoice,faceCorrect,carCorrect,cueIdx,coh1,coh2,stimOnsetTime,respTime,timeout,accuracy
5,434,1,0,1,0,2,1,0,837550,837984,0,1
5,866,0,1,0,1,2,1,0,840816,841682,0,1
5,866,0,1,0,1,2,1,0,844565,845431,0,1
5,583,0,1,0,1,0,1,0,848280,848863,0,1
5,683,1,0,1,0,2,0,1,851762,852445,0,1
5,650,1,0,1,0,0,1,0,855278,855928,0,1
5,567,1,0,1,0,2,1,0,858760,859327,0,1
5,616,0,1,0,1,2,1,0,862009,862625,0,1
5,750,1,0,1,0,2,1,0,865574,866324,0,1
5,1299,0,0,1,0,0,1,0,868857,870156,1,NaN
5,983,1,0,0,1,0,0,1,872989,873972,0,0
5,1050,0,1,1,0,1,0,1,876521,877571,0,0
5,683,1,0,1,0,0,0,1,880453,881136,0,1
5,700,0,1,0,1,0,0,1,883818,884518,0,1
5,566,1,0,1,0,1,0,1,887351,887917,0,1
5,516,1,0,1,0,0,0,1,890733,891249,0,1
5,700,1,0,1,0,1,1,0,893782,894482,0,1
5,617,0,1,1,0,2,1,0,897097,897714,0,0
5,583,1,0,1,0,2,0,1,900546,901129,0,1
5,550,1,0,1,0,0,0,1,903945,904495,0,1
5,484,1,0,1,0,2,0,1,907077,907561,0,1
5,834,1,0,0,1,1,1,0,910326,911160,0,0
5,499,0,1,0,1,1,1,0,913809,914308,0,1
5,549,1,0,0,1,1,0,1,917208,917757,0,0
5,650,1,0,1,0,2,0,1,920506,921156,0,1
5,566,1,0,1,0,2,1,0,924089,924655,0,1
5,566,1,0,1,0,2,0,1,927271,927837,0,1
5,500,1,0,0,1,0,1,0,930370,930870,0,0
5,1083,1,0,1,0,2,0,1,933452,934535,0,1
5,633,1,0,1,0,2,0,1,937284,937917,0,1
5,1000,0,1,0,1,0,0,1,940883,941883,0,1
5,600,0,1,0,1,0,1,0,944815,945415,0,1
5,499,0,1,1,0,2,1,0,948431,948930,0,0
5,500,0,1,0,1,2,0,1,951563,952063,0,1
5,667,0,1,1,0,0,1,0,954845,955512,0,0
5,484,0,1,0,1,1,1,0,958127,958611,0,1
5,849,1,0,0,1,2,0,1,961160,962009,0,0
5,633,1,0,1,0,1,0,1,964875,965508,0,1
5,600,0,1,0,1,2,0,1,968374,968974,0,1
5,483,1,0,1,0,2,0,1,971940,972423,0,1
5,1049,0,1,0,1,1,0,1,975422,976471,0,1
5,483,0,1,0,1,0,0,1,979287,979770,0,1
5,600,0,1,1,0,1,1,0,982553,983153,0,0
5,516,1,0,1,0,2,1,0,985952,986468,0,1
5,566,1,0,1,0,0,0,1,989251,989817,0,1
5,517,1,0,1,0,0,0,1,992366,992883,0,1
5,566,1,0,1,0,0,0,1,995782,996348,0,1
5,599,1,0,1,0,1,1,0,998931,999530,0,1
5,517,1,0,1,0,2,1,0,1002146,1002663,0,1
5,916,0,1,1,0,1,1,0,1005529,1006445,0,0
5,549,1,0,1,0,2,1,0,1009411,1009960,0,1
5,466,1,0,1,0,2,0,1,1012743,1013209,0,1
5,850,0,1,0,1,0,0,1,1016125,1016975,0,1
5,800,1,0,1,0,2,1,0,1019807,1020607,0,1
5,966,0,1,0,1,0,0,1,1023556,1024522,0,1
5,1066,0,1,1,0,1,1,0,1027238,1028304,0,0
5,633,1,0,1,0,2,0,1,1030937,1031570,0,1
5,850,1,0,1,0,1,1,0,1034202,1035052,0,1
5,817,0,1,0,1,2,0,1,1037751,1038568,0,1
5,700,0,1,1,0,0,1,0,1041483,1042183,0,0
5,666,0,1,0,1,0,0,1,1044766,1045432,0,1
5,666,0,1,1,0,0,1,0,1048048,1048714,0,0
5,600,0,1,1,0,0,0,1,1051613,1052213,0,0
5,516,0,1,1,0,2,0,1,1055179,1055695,0,0
5,750,0,1,0,1,2,1,0,1058711,1059461,0,1
5,1066,0,1,0,1,0,1,0,1062060,1063126,0,1
5,483,0,1,1,0,2,1,0,1066109,1066592,0,0
5,583,0,1,0,1,2,0,1,1069441,1070024,0,1
5,466,0,1,0,1,1,1,0,1072840,1073306,0,1
5,599,0,1,1,0,1,1,0,1076139,1076738,0,0
5,633,0,1,0,1,2,0,1,1079754,1080387,0,1
5,666,1,0,1,0,2,0,1,1083320,1083986,0,1
5,750,0,1,0,1,1,0,1,1100335,1101085,0,1
5,650,0,1,1,0,2,1,0,1103651,1104301,0,0
5,433,0,1,0,1,0,0,1,1106917,1107350,0,1
5,450,0,1,0,1,0,0,1,1110132,1110582,0,1
5,467,0,1,0,1,1,0,1,1113514,1113981,0,1
5,466,0,1,0,1,2,0,1,1116880,1117346,0,1
5,416,0,1,0,1,1,1,0,1120096,1120512,0,1
5,650,0,1,1,0,2,1,0,1123328,1123978,0,0
5,1067,0,1,1,0,2,1,0,1126610,1127677,0,0
5,683,1,0,1,0,1,0,1,1130209,1130892,0,1
5,900,0,1,0,1,1,1,0,1133574,1134474,0,1
5,766,0,1,0,1,2,0,1,1137390,1138156,0,1
5,633,1,0,1,0,2,0,1,1141189,1141822,0,1
5,684,0,1,1,0,0,1,0,1144537,1145221,0,0
5,850,0,1,0,1,1,0,1,1148103,1148953,0,1
5,600,1,0,1,0,2,0,1,1151918,1152518,0,1
5,583,1,0,1,0,2,1,0,1155351,1155934,0,1
5,683,1,0,1,0,0,1,0,1158666,1159349,0,1
5,800,1,0,1,0,0,0,1,1162315,1163115,0,1
5,400,0,1,0,1,1,0,1,1166014,1166414,0,1
5,433,0,1,0,1,0,1,0,1169046,1169479,0,1
5,450,0,1,0,1,1,0,1,1172412,1172862,0,1
5,700,1,0,1,0,0,0,1,1175727,1176427,0,1
5,650,0,1,0,1,1,0,1,1179359,1180009,0,1
5,400,0,1,0,1,0,0,1,1182975,1183375,0,1
5,367,0,1,0,1,1,1,0,1186207,1186574,0,1
5,333,0,1,0,1,1,1,0,1189323,1189656,0,1
5,400,0,1,0,1,1,1,0,1192388,1192788,0,1
5,350,0,1,0,1,2,0,1,1195571,1195921,0,1
5,400,0,1,1,0,2,1,0,1198853,1199253,0,0
5,749,0,1,1,0,0,0,1,1202119,1202868,0,0
5,434,1,0,1,0,2,0,1,1205717,1206151,0,1
5,817,1,0,1,0,0,0,1,1208816,1209633,0,1
5,400,0,1,0,1,0,1,0,1212482,1212882,0,1
5,467,0,1,0,1,2,1,0,1215464,1215931,0,1
5,450,0,1,1,0,2,0,1,1218730,1219180,0,0
5,500,1,0,1,0,2,1,0,1222012,1222512,0,1
5,500,1,0,1,0,1,0,1,1225128,1225628,0,1
5,850,0,1,0,1,2,0,1,1228343,1229193,0,1
5,667,0,1,0,1,1,0,1,1232125,1232792,0,1
5,666,0,1,0,1,0,0,1,1235608,1236274,0,1
5,517,0,1,0,1,0,0,1,1239123,1239640,0,1
5,566,0,1,0,1,2,0,1,1242439,1243005,0,1
5,366,0,1,0,1,1,0,1,1245771,1246137,0,1
5,466,0,1,0,1,0,1,0,1249070,1249536,0,1
5,416,0,1,0,1,0,1,0,1252369,1252785,0,1
5,566,0,1,1,0,0,1,0,1255668,1256234,0,0
5,416,0,1,0,1,2,1,0,1259200,1259616,0,1
5,467,0,1,0,1,1,1,0,1262465,1262932,0,1
5,400,0,1,0,1,1,1,0,1265914,1266314,0,1
5,899,1,0,1,0,0,1,0,1269247,1270146,0,1
5,917,0,1,0,1,1,0,1,1273195,1274112,0,1
5,483,0,1,0,1,0,0,1,1276644,1277127,0,1
5,733,1,0,1,0,0,0,1,1279960,1280693,0,1
5,500,0,1,0,1,0,0,1,1283575,1284075,0,1
5,717,1,0,1,0,0,1,0,1287007,1287724,0,1
5,500,0,1,0,1,1,1,0,1290456,1290956,0,1
5,716,1,0,1,0,1,1,0,1293639,1294355,0,1
5,634,1,0,1,0,0,1,0,1297187,1297821,0,1
5,883,1,0,1,0,2,1,0,1300370,1301253,0,1
5,799,1,0,1,0,2,1,0,1304252,1305051,0,1
5,817,1,0,1,0,0,1,0,1307967,1308784,0,1
5,1216,1,0,1,0,0,1,0,1311716,1312932,0,1
5,633,0,1,0,1,0,0,1,1315831,1316464,0,1
5,1000,0,1,0,1,1,0,1,1319313,1320313,0,1
5,667,1,0,1,0,2,1,0,1323145,1323812,0,1
5,683,0,1,0,1,1,1,0,1326511,1327194,0,1
5,383,0,1,0,1,1,0,1,1330110,1330493,0,1
5,1299,0,0,1,0,1,1,0,1333309,1334608,1,NaN
6,567,1,0,1,0,0,0,1,15896,16463,0,1
6,616,1,0,0,1,2,0,1,19362,19978,0,0
6,717,0,1,0,1,0,1,0,22527,23244,0,1
6,600,1,0,1,0,1,1,0,25893,26493,0,1
6,566,1,0,1,0,0,0,1,29459,30025,0,1
6,600,1,0,1,0,1,0,1,32841,33441,0,1
6,783,1,0,0,1,2,0,1,36040,36823,0,0
6,483,1,0,1,0,2,1,0,39505,39988,0,1
6,516,0,1,0,1,1,0,1,42521,43037,0,1
6,533,0,1,0,1,1,1,0,45737,46270,0,1
6,383,1,0,0,1,2,1,0,49102,49485,0,0
6,434,1,0,1,0,0,0,1,52384,52818,0,1
6,450,1,0,1,0,2,0,1,55483,55933,0,1
6,450,1,0,0,1,2,1,0,58682,59132,0,0
6,450,1,0,1,0,2,0,1,62081,62531,0,1
6,417,1,0,1,0,2,0,1,65413,65830,0,1
6,800,0,1,1,0,1,1,0,68679,69479,0,0
6,483,1,0,1,0,0,1,0,72345,72828,0,1
6,550,1,0,0,1,2,0,1,75660,76210,0,0
6,500,1,0,1,0,2,0,1,78876,79376,0,1
6,483,1,0,1,0,2,0,1,82391,82874,0,1
6,483,0,1,0,1,1,0,1,85440,85923,0,1
6,550,1,0,0,1,2,0,1,88889,89439,0,0
6,550,1,0,1,0,1,1,0,92021,92571,0,1
6,583,1,0,1,0,2,0,1,95404,95987,0,1
6,617,1,0,1,0,1,1,0,98719,99336,0,1
6,733,1,0,1,0,2,1,0,101935,102668,0,1
6,500,1,0,1,0,2,1,0,105284,105784,0,1
6,550,0,1,0,1,1,0,1,108499,109049,0,1
6,533,1,0,1,0,2,0,1,111798,112331,0,1
6,733,0,1,1,0,0,1,0,115047,115780,0,0
6,584,1,0,1,0,1,0,1,118729,119313,0,1
6,650,0,1,0,1,1,1,0,122295,122945,0,1
6,617,0,1,0,1,0,1,0,125577,126194,0,1
6,616,0,1,0,1,0,1,0,128793,129409,0,1
6,449,1,0,1,0,2,0,1,132292,132741,0,1
6,533,0,1,0,1,1,1,0,135274,135807,0,1
6,500,1,0,1,0,2,1,0,138589,139089,0,1
6,566,1,0,1,0,0,1,0,141722,142288,0,1
6,534,1,0,1,0,2,0,1,145037,145571,0,1
6,683,0,1,1,0,1,1,0,148386,149069,0,0
6,549,0,1,0,1,1,1,0,151719,152268,0,1
6,416,1,0,1,0,2,0,1,155051,155467,0,1
6,683,0,1,0,1,1,1,0,158283,158966,0,1
6,449,1,0,1,0,2,1,0,161849,162298,0,1
6,666,0,1,0,1,2,0,1,164848,165514,0,1
6,650,1,0,0,1,2,1,0,168213,168863,0,0
6,583,0,1,0,1,1,0,1,171895,172478,0,1
6,700,0,1,0,1,1,1,0,175227,175927,0,1
6,500,1,0,1,0,2,1,0,178476,178976,0,1
6,616,1,0,1,0,0,1,0,181609,182225,0,1
6,550,0,1,0,1,1,1,0,185091,185641,0,1
6,633,0,1,0,1,1,1,0,188423,189056,0,1
6,683,0,1,0,1,1,0,1,191739,192422,0,1
6,583,1,0,1,0,1,1,0,194971,195554,0,1
6,633,0,1,0,1,1,1,0,198153,198786,0,1
6,483,1,0,1,0,0,1,0,201486,201969,0,1
6,700,0,1,0,1,1,1,0,204884,205584,0,1
6,600,1,0,1,0,0,1,0,208250,208850,0,1
6,533,1,0,0,1,2,1,0,211649,212182,0,0
6,633,0,1,0,1,1,1,0,215048,215681,0,1
6,700,0,1,0,1,0,0,1,218213,218913,0,1
6,483,1,0,1,0,2,1,0,221746,222229,0,1
6,533,0,1,0,1,1,0,1,225128,225661,0,1
6,466,1,0,1,0,2,1,0,228227,228693,0,1
6,484,0,1,0,1,1,0,1,231542,232026,0,1
6,466,1,0,1,0,2,0,1,235008,235474,0,1
6,599,0,1,0,1,1,0,1,238174,238773,0,1
6,467,0,1,0,1,1,1,0,241789,242256,0,1
6,550,0,1,0,1,1,1,0,244821,245371,0,1
6,633,0,1,0,1,2,0,1,248220,248853,0,1
6,500,1,0,1,0,0,0,1,251486,251986,0,1
6,416,0,1,0,1,1,1,0,277812,278228,0,1
6,433,1,0,1,0,0,1,0,281194,281627,0,1
6,700,1,0,0,1,2,0,1,284243,284943,0,0
6,383,0,1,0,1,1,1,0,287809,288192,0,1
6,600,0,1,0,1,0,0,1,291091,291691,0,1
6,566,0,1,0,1,1,1,0,294490,295056,0,1
6,450,1,0,1,0,2,0,1,297689,298139,0,1
6,433,1,0,1,0,2,0,1,301071,301504,0,1
6,600,0,1,0,1,2,1,0,304320,304920,0,1
6,550,1,0,1,0,0,1,0,307685,308235,0,1
6,700,0,1,0,1,0,0,1,310851,311551,0,1
6,433,1,0,1,0,0,0,1,314400,314833,0,1
6,400,1,0,1,0,2,0,1,317865,318265,0,1
6,533,1,0,1,0,1,1,0,321198,321731,0,1
6,567,1,0,1,0,0,0,1,324513,325080,0,1
6,500,1,0,1,0,2,0,1,327929,328429,0,1
6,583,0,1,0,1,0,1,0,331244,331827,0,1
6,583,0,1,0,1,2,1,0,334727,335310,0,1
6,683,0,1,0,1,2,0,1,337842,338525,0,1
6,466,1,0,1,0,2,0,1,341158,341624,0,1
6,450,1,0,1,0,2,0,1,344357,344807,0,1
6,483,1,0,1,0,0,0,1,347672,348155,0,1
6,500,0,1,0,1,1,1,0,350938,351438,0,1
6,466,0,1,0,1,1,1,0,354437,354903,0,1
6,500,1,0,1,0,0,0,1,357619,358119,0,1
6,716,1,0,1,0,1,1,0,360768,361484,0,1
6,517,1,0,1,0,2,0,1,364300,364817,0,1
6,950,0,1,1,0,1,1,0,367582,368532,0,0
6,766,0,1,0,1,1,1,0,371148,371914,0,1
6,684,0,1,0,1,2,1,0,374813,375497,0,1
6,983,0,1,0,1,0,0,1,378462,379445,0,1
6,483,1,0,1,0,0,1,0,382361,382844,0,1
6,616,0,1,0,1,0,0,1,385860,386476,0,1
6,483,1,0,1,0,2,1,0,389159,389642,0,1
6,700,1,0,1,0,0,0,1,392424,393124,0,1
6,550,1,0,1,0,1,0,1,395990,396540,0,1
6,400,1,0,1,0,2,1,0,399272,399672,0,1
6,433,1,0,1,0,2,1,0,402521,402954,0,1
6,583,0,1,0,1,0,0,1,405770,406353,0,1
6,567,0,1,0,1,1,0,1,409302,409869,0,1
6,584,0,1,0,1,0,1,0,412534,413118,0,1
6,633,0,1,0,1,0,0,1,415717,416350,0,1
6,717,0,1,0,1,0,0,1,419332,420049,0,1
6,650,0,1,0,1,1,0,1,422864,423514,0,1
6,749,0,1,0,1,1,0,1,426047,426796,0,1
6,500,1,0,1,0,1,0,1,429529,430029,0,1
6,600,0,1,0,1,2,0,1,432861,433461,0,1
6,533,1,0,1,0,0,0,1,436193,436726,0,1
6,516,1,0,1,0,0,0,1,439326,439842,0,1
6,466,1,0,1,0,2,1,0,442408,442874,0,1
6,583,0,1,0,1,2,1,0,445590,446173,0,1
6,533,1,0,1,0,0,1,0,448739,449272,0,1
6,583,0,1,0,1,0,0,1,451955,452538,0,1
6,450,1,0,1,0,1,0,1,455404,455854,0,1
6,583,1,0,1,0,2,0,1,458536,459119,0,1
6,516,1,0,1,0,0,0,1,462035,462551,0,1
6,467,1,0,1,0,2,1,0,465567,466034,0,1
6,583,0,1,0,1,0,1,0,468933,469516,0,1
6,500,1,0,1,0,0,0,1,472231,472731,0,1
6,466,1,0,1,0,0,0,1,475464,475930,0,1
6,483,1,0,1,0,1,0,1,478613,479096,0,1
6,483,0,1,0,1,1,0,1,481712,482195,0,1
6,583,0,1,0,1,1,1,0,484894,485477,0,1
6,450,1,0,1,0,2,1,0,488376,488826,0,1
6,617,1,0,1,0,0,0,1,491425,492042,0,1
6,600,0,1,0,1,0,0,1,494957,495557,0,1
6,450,1,0,1,0,2,1,0,498456,498906,0,1
6,517,0,1,0,1,0,1,0,501605,502122,0,1
6,450,0,1,0,1,1,1,0,504937,505387,0,1
6,433,1,0,1,0,2,0,1,508253,508686,0,1
6,434,1,0,1,0,1,1,0,511718,512152,0,1
6,567,0,1,0,1,0,1,0,514867,515434,0,1
6,484,0,1,0,1,1,1,0,518166,518650,0,1
6,483,0,1,0,1,1,1,0,580839,581322,0,1
6,533,1,0,1,0,2,1,0,584055,584588,0,1
6,517,1,0,1,0,0,0,1,587370,587887,0,1
6,483,0,1,0,1,1,1,0,590619,591102,0,1
6,483,0,1,0,1,1,1,0,593668,594151,0,1
6,533,0,1,0,1,0,1,0,597167,597700,0,1
6,583,0,1,0,1,0,1,0,600249,600832,0,1
6,533,0,1,0,1,1,1,0,603415,603948,0,1
6,450,1,0,1,0,1,0,1,606530,606980,0,1
6,533,0,1,0,1,0,0,1,609663,610196,0,1
6,400,1,0,1,0,0,0,1,613028,613428,0,1
6,533,0,1,0,1,0,1,0,616144,616677,0,1
6,517,0,1,0,1,2,0,1,619276,619793,0,1
6,549,0,1,0,1,2,1,0,622759,623308,0,1
6,484,1,0,1,0,0,1,0,626107,626591,0,1
6,550,0,1,0,1,2,1,0,629256,629806,0,1
6,649,0,1,0,1,2,1,0,632689,633338,0,1
6,550,0,1,0,1,2,1,0,636121,636671,0,1
6,500,1,0,1,0,0,1,0,639520,640020,0,1
6,550,0,1,0,1,1,0,1,642835,643385,0,1
6,483,1,0,1,0,0,0,1,646034,646517,0,1
6,533,1,0,1,0,1,1,0,649433,649966,0,1
6,434,1,0,1,0,0,0,1,652965,653399,0,1
6,666,0,1,0,1,2,0,1,656231,656897,0,1
6,417,1,0,1,0,1,0,1,659496,659913,0,1
6,433,1,0,1,0,1,0,1,662612,663045,0,1
6,583,0,1,0,1,0,1,0,665911,666494,0,1
6,650,0,1,0,1,0,1,0,669160,669810,0,1
6,500,1,0,1,0,2,0,1,672725,673225,0,1
6,783,1,0,1,0,1,1,0,676008,676791,0,1
6,650,0,1,0,1,2,0,1,679423,680073,0,1
6,466,1,0,1,0,2,1,0,682689,683155,0,1
6,500,0,1,0,1,1,1,0,685754,686254,0,1
6,500,1,0,1,0,1,0,1,689253,689753,0,1
6,467,1,0,1,0,1,1,0,692602,693069,0,1
6,500,0,1,0,1,1,0,1,696018,696518,0,1
6,550,0,1,0,1,0,0,1,699100,699650,0,1
6,400,1,0,1,0,2,0,1,702266,702666,0,1
6,517,1,0,1,0,1,1,0,705448,705965,0,1
6,549,0,1,0,1,0,0,1,708764,709313,0,1
6,466,1,0,1,0,1,0,1,711863,712329,0,1
6,483,0,1,1,0,1,1,0,715245,715728,0,0
6,433,1,0,1,0,2,0,1,718477,718910,0,1
6,483,1,0,1,0,0,1,0,721526,722009,0,1
6,517,1,0,1,0,2,0,1,724808,725325,0,1
6,516,1,0,1,0,0,1,0,728141,728657,0,1
6,616,0,1,0,1,2,1,0,731623,732239,0,1
6,683,0,1,0,1,1,0,1,735005,735688,0,1
6,666,1,0,1,0,2,1,0,738554,739220,0,1
6,700,1,0,1,0,1,1,0,741836,742536,0,1
6,517,1,0,1,0,1,0,1,745268,745785,0,1
6,566,0,1,1,0,1,0,1,748551,749117,0,0
6,600,0,1,0,1,2,0,1,751983,752583,0,1
6,633,1,0,1,0,2,0,1,755565,756198,0,1
6,534,0,1,0,1,0,0,1,759030,759564,0,1
6,549,0,1,0,1,0,0,1,762463,763012,0,1
6,583,1,0,1,0,1,1,0,766028,766611,0,1
6,550,0,1,1,0,2,1,0,769377,769927,0,0
6,449,1,0,1,0,2,1,0,772743,773192,0,1
6,534,0,1,0,1,1,1,0,776041,776575,0,1
6,434,0,1,0,1,1,0,1,779440,779874,0,1
6,450,1,0,1,0,0,1,0,782523,782973,0,1
6,550,0,1,0,1,0,1,0,785588,786138,0,1
6,449,0,1,0,1,0,0,1,788921,789370,0,1
6,500,0,1,0,1,0,1,0,791986,792486,0,1
6,449,1,0,1,0,2,1,0,795119,795568,0,1
6,533,0,1,1,0,2,0,1,798384,798917,0,0
6,533,1,0,1,0,1,0,1,801533,802066,0,1
6,584,0,1,0,1,2,0,1,804915,805499,0,1
6,633,0,1,0,1,0,1,0,808431,809064,0,1
6,583,0,1,0,1,0,0,1,811930,812513,0,1
6,566,0,1,0,1,2,0,1,815412,815978,0,1
6,517,1,0,1,0,2,1,0,818777,819294,0,1
6,533,1,0,1,0,0,1,0,838587,839120,0,1
6,433,0,1,0,1,0,0,1,841869,842302,0,1
6,483,1,0,1,0,1,0,1,845301,845784,0,1
6,534,0,1,0,1,0,0,1,848533,849067,0,1
6,567,0,1,0,1,1,1,0,852032,852599,0,1
6,517,1,0,0,1,2,0,1,855431,855948,0,0
6,850,1,0,0,1,2,0,1,858780,859630,0,0
6,549,0,1,0,1,0,0,1,862246,862795,0,1
6,400,0,1,0,1,2,0,1,865528,865928,0,1
6,517,1,0,0,1,0,0,1,868793,869310,0,0
6,483,0,1,0,1,0,1,0,872292,872775,0,1
6,450,1,0,1,0,0,0,1,875724,876174,0,1
6,467,1,0,1,0,0,1,0,878873,879340,0,1
6,616,1,0,0,1,1,0,1,882056,882672,0,0
6,500,0,1,0,1,2,1,0,885238,885738,0,1
6,499,1,0,1,0,0,1,0,888404,888903,0,1
6,433,1,0,1,0,0,0,1,891469,891902,0,1
6,483,0,1,0,1,1,0,1,894552,895035,0,1
6,483,0,1,0,1,1,0,1,898017,898500,0,1
6,500,1,0,0,1,1,1,0,901049,901549,0,0
6,649,0,1,0,1,0,1,0,904482,905131,0,1
6,583,0,1,0,1,2,0,1,907964,908547,0,1
6,466,0,1,0,1,2,0,1,911363,911829,0,1
6,583,1,0,0,1,2,0,1,914728,915311,0,0
6,633,1,0,1,0,2,1,0,917944,918577,0,1
6,467,1,0,1,0,2,0,1,921376,921843,0,1
6,466,0,1,0,1,1,1,0,924542,925008,0,1
6,799,0,1,0,1,1,1,0,927991,928790,0,1
6,516,0,1,0,1,0,1,0,931473,931989,0,1
6,517,1,0,1,0,2,0,1,934888,935405,0,1
6,467,1,0,1,0,0,0,1,938237,938704,0,1
6,516,0,1,0,1,2,0,1,941403,941919,0,1
6,500,0,1,0,1,1,0,1,944602,945102,0,1
6,516,1,0,1,0,2,1,0,947751,948267,0,1
6,500,0,1,0,1,2,0,1,951050,951550,0,1
6,549,1,0,1,0,0,1,0,954199,954748,0,1
6,567,1,0,1,0,2,1,0,957697,958264,0,1
6,583,0,1,0,1,2,1,0,961163,961746,0,1
6,516,1,0,1,0,2,1,0,964329,964845,0,1
6,466,1,0,1,0,0,1,0,967628,968094,0,1
6,467,1,0,1,0,0,1,0,971093,971560,0,1
6,450,1,0,1,0,1,0,1,974109,974559,0,1
6,500,1,0,1,0,0,0,1,977541,978041,0,1
6,583,0,1,0,1,2,1,0,980690,981273,0,1
6,684,0,1,0,1,2,0,1,984005,984689,0,1
6,700,0,1,0,1,0,0,1,987288,987988,0,1
6,616,0,1,0,1,0,1,0,990887,991503,0,1
6,533,0,1,0,1,0,0,1,994469,995002,0,1
6,883,0,1,0,1,2,0,1,997618,998501,0,1
6,483,1,0,1,0,2,1,0,1001233,1001716,0,1
6,584,0,1,0,1,2,1,0,1004365,1004949,0,1
6,617,1,0,1,0,2,0,1,1007664,1008281,0,1
6,549,1,0,1,0,1,0,1,1011197,1011746,0,1
6,617,0,1,0,1,1,1,0,1014512,1015129,0,1
6,700,0,1,0,1,1,0,1,1018044,1018744,0,1
6,583,0,1,0,1,0,0,1,1021610,1022193,0,1
6,583,0,1,0,1,2,1,0,1024759,1025342,0,1
6,617,0,1,0,1,0,0,1,1028124,1028741,0,1
6,733,0,1,1,0,2,1,0,1031290,1032023,0,0
6,600,1,0,1,0,1,0,1,1034989,1035589,0,1
6,483,1,0,1,0,1,0,1,1038188,1038671,0,1
6,533,1,0,1,0,0,0,1,1041637,1042170,0,1
6,516,0,1,0,1,0,1,0,1044769,1045285,0,1
6,533,0,1,0,1,0,1,0,1048218,1048751,0,1
6,533,0,1,0,1,0,1,0,1051617,1052150,0,1
6,517,0,1,1,0,2,1,0,1055032,1055549,0,0
6,550,1,0,1,0,1,1,0,1058564,1059114,0,1
6,616,0,1,0,1,0,0,1,1061697,1062313,0,1
6,516,0,1,0,1,2,1,0,1065229,1065745,0,1
7,533,1,0,1,0,1,0,1,17209,17742,0,1
7,850,0,1,0,1,0,0,1,20641,21491,0,1
7,667,1,0,1,0,1,1,0,24473,25140,0,1
7,500,1,0,1,0,0,0,1,27805,28305,0,1
7,617,1,0,1,0,2,0,1,31304,31921,0,1
7,733,1,0,1,0,2,1,0,34703,35436,0,1
7,916,0,1,0,1,0,1,0,38219,39135,0,1
7,1099,0,1,0,1,2,1,0,42101,43200,0,1
7,1266,1,0,0,1,1,0,1,45750,47016,0,0
7,933,1,0,1,0,0,1,0,49665,50598,0,1
7,1283,1,0,0,1,0,0,1,53430,54713,0,0
7,1300,0,0,1,0,2,0,1,57662,58962,1,NaN
7,1299,0,0,1,0,0,1,0,62028,63327,1,NaN
7,1017,1,0,1,0,0,0,1,66126,67143,0,1
7,617,1,0,1,0,2,0,1,69725,70342,0,1
7,767,1,0,1,0,2,0,1,72907,73674,0,1
7,1183,1,0,0,1,2,1,0,76406,77589,0,0
7,917,1,0,1,0,2,1,0,80388,81305,0,1
7,1299,0,0,0,1,1,1,0,84204,85503,1,NaN
7,750,1,0,1,0,2,0,1,88519,89269,0,1
7,1034,0,1,0,1,1,0,1,91884,92918,0,1
7,1083,0,1,0,1,1,0,1,95483,96566,0,1
7,1233,0,1,0,1,1,1,0,99115,100348,0,1
7,767,1,0,1,0,0,0,1,103147,103914,0,1
7,933,1,0,0,1,2,0,1,106730,107663,0,0
7,650,1,0,1,0,2,0,1,110495,111145,0,1
7,1233,0,1,0,1,2,1,0,113927,115160,0,1
7,533,1,0,1,0,2,1,0,118076,118609,0,1
7,999,1,0,0,1,2,1,0,121142,122141,0,0
7,1300,0,0,0,1,1,1,0,124740,126040,1,NaN
7,950,0,1,0,1,0,1,0,129189,130139,0,1
7,1133,0,1,0,1,2,0,1,133004,134137,0,1
7,850,1,0,1,0,0,0,1,136936,137786,0,1
7,983,0,1,0,1,0,1,0,140319,141302,0,1
7,1116,1,0,0,1,2,1,0,143901,145017,0,0
7,800,1,0,1,0,2,0,1,147583,148383,0,1
7,783,0,1,0,1,1,1,0,151248,152031,0,1
7,883,0,1,1,0,1,1,0,154764,155647,0,0
7,716,1,0,1,0,2,1,0,158463,159179,0,1
7,400,1,0,1,0,2,0,1,161778,162178,0,1
7,549,0,1,0,1,1,1,0,164811,165360,0,1
7,533,1,0,1,0,2,1,0,168060,168593,0,1
7,583,1,0,1,0,2,0,1,171142,171725,0,1
7,500,1,0,1,0,2,1,0,174691,175191,0,1
7,1299,0,0,0,1,1,1,0,177940,179239,1,NaN
7,1299,0,0,0,1,1,0,1,182122,183421,1,NaN
7,1183,0,1,0,1,1,0,1,186154,187337,0,1
7,600,1,0,1,0,0,0,1,190202,190802,0,1
7,583,1,0,1,0,1,0,1,193501,194084,0,1
7,983,0,1,0,1,1,0,1,196767,197750,0,1
7,950,1,0,1,0,2,0,1,200765,201715,0,1
7,883,0,1,0,1,0,1,0,204714,205597,0,1
7,717,1,0,1,0,2,1,0,208213,208930,0,1
7,583,1,0,1,0,0,1,0,211762,212345,0,1
7,650,1,0,1,0,0,1,0,215111,215761,0,1
7,799,0,1,0,1,0,0,1,218660,219459,0,1
7,900,0,1,0,1,2,0,1,222325,223225,0,1
7,949,0,1,0,1,1,1,0,225791,226740,0,1
7,816,0,1,0,1,0,1,0,229723,230539,0,1
